0,0,0.20598,0.75,0.1,0.316,0,0,0.6,0,0,0,0,0.56,14,35,118,145,181,194,200,258,275,303,343,387,455,508,519,614,651,660,757,779,783,817,822,833,874,893
0,0,0.006645,0.92,0.24,0.046766,0.476,0.04,0.6,0.752,0,0.2,0,0.32,14,40,118,145,181,194,200,258,275,277,307,387,417,508,519,614,651,660,767,782,783,817,826,833,877,893
1,0.2,0.076412,0.01,0.08,0.000016,0.004,0.1,0.28,0.094,0.166667,0.3,1.1,0.02,15,35,118,150,181,194,213,258,275,278,338,387,445,508,519,636,659,660,757,779,783,816,822,838,874,893
1,0,0.001661,0,0,0.125312,0.052,0.06,0,0.16,0,0.2,0,0,17,87,118,145,181,198,200,260,275,278,307,387,417,507,519,614,651,729,765,782,783,815,822,833,889,893
0,0,0.003322,0.06,0.16,0.652375,0,0,0.2,0.004,0,0,0,0.18,14,35,118,145,181,195,200,258,275,277,307,387,417,509,519,614,651,660,757,779,783,815,826,833,874,893
0,0,0.003322,0.12,0.12,0.048438,0.494,0.24,0.24,0.492,0,0.1,0,0.2,14,85,118,145,181,194,202,258,275,282,308,387,418,507,519,614,651,733,757,779,783,815,822,833,874,893
0,0,0.006645,0.02,0.18,0.000391,0,0,0.18,0.018,0,0,0,0.18,15,45,123,147,181,194,200,258,275,278,307,392,417,509,519,618,655,687,757,779,788,815,823,837,874,893
0,0,0.004983,0,0.02,0.585313,0,0,0.1,0.002,0,0,0,0.02,14,45,120,147,181,195,206,258,275,288,309,389,419,508,558,616,653,678,757,779,785,815,822,837,874,893
0,0,0.003322,0.04,0.1,0.072281,0,0,0.1,0.182,0,0,0.1,0.1,22,35,119,146,181,196,200,258,275,277,353,388,474,510,519,615,659,660,757,779,784,815,822,836,874,893
0,0,0.071429,0.74,0.02,0.09625,0.366,0.06,0.34,0.074,0,0.2,0,0.34,15,91,118,145,181,194,200,258,275,277,307,387,417,509,519,614,651,660,758,782,783,815,822,833,877,893
0,0,0.004983,0.2,0.82,0.008,0,0,0.76,0.09,0,0,0,0.82,14,41,118,145,181,193,200,271,275,278,307,387,417,508,534,614,651,665,757,782,783,815,822,833,876,893
0,0,0.021595,0.07,0.08,0.0675,0,0,0.12,0.008,0,0,0,0.08,15,36,118,145,181,194,200,258,275,278,307,387,417,507,519,614,655,660,757,779,783,815,822,833,874,893
0,0,0.024917,0.06,0.1,0.157578,0.012,0.02,0.1,0.018,0,0.1,0,0.1,14,36,118,175,181,198,200,260,275,277,307,387,417,508,519,614,651,660,757,779,783,815,822,846,874,893
0,0,0.003322,0.03,0.18,0.649297,0.558,0,0.22,0.322,0,0,0,0.18,14,51,127,147,181,196,200,258,275,278,307,397,417,509,519,624,652,697,757,779,793,816,825,837,874,893
0,0,0.003322,0.39,0.3,0.068781,0.158,0.38,0.3,1.01,0,0.5,0,0.32,15,46,118,145,181,194,200,262,275,277,307,387,417,508,556,614,651,666,757,782,783,815,823,833,880,893
1,0.15,0.111296,0.02,0.02,0.002734,0.002,0.05,0.2,0.048,0.333333,0.3,0,0.02,20,58,126,153,181,195,200,260,275,277,307,395,417,507,531,622,651,676,758,780,791,815,822,834,875,896
0,0.1,0.003322,0.3,0.1,0.000219,0.006,0.02,0.1,0.01,0.166667,0.1,0,0.06,14,37,118,145,182,194,200,258,275,277,320,387,434,508,521,614,652,661,773,781,783,815,823,833,892,893
0,0,0.024917,0.02,0.06,0.123625,0.65,0.09,0.12,0.188,0,0.3,0,0.06,23,36,118,145,181,194,200,258,275,278,307,387,417,509,519,614,651,660,757,779,783,815,823,833,874,893
0,0,0.003322,0.19,0.32,0.022297,0.664,0,0.36,0.038,0,0,0,0.32,14,48,118,145,183,194,200,258,275,279,307,387,437,507,519,614,651,660,757,781,783,815,822,833,878,893
0,0,0.001661,0,0,0,0,0,0.16,0.04,0,0,0,0,22,63,119,146,182,196,200,258,276,278,307,388,417,512,548,615,656,702,757,779,784,816,828,836,874,893
0,0,0.004983,0.01,0,0,0,0,0.02,0.122,0,0,0,0,14,36,135,166,181,194,212,259,276,278,333,406,431,508,519,637,656,724,757,779,804,815,825,859,874,893
1,0,0.167774,0,0,0.046656,0.012,0.09,0,0.066,0,0.2,0,0,15,35,118,145,181,196,235,258,275,277,317,387,430,507,519,614,651,660,757,779,783,817,823,833,874,893
0,0,0.063123,0.09,0,0.069812,0,0,0.02,0.094,0,0,0,0,14,37,118,145,181,195,200,258,275,278,307,387,467,507,520,614,652,661,757,782,783,815,822,833,875,893
0,0,0.006645,0.06,0.4,0.046281,0.384,0.09,0.44,0.276,0,0.1,0,0.5,14,90,121,146,184,194,200,258,275,277,307,390,417,507,519,617,652,660,757,779,786,815,822,836,874,893
0,0.05,0.004983,0.07,0.36,0.0125,0.144,0.14,0.62,0.714,0.166667,0.6,0,0.36,15,78,118,150,181,196,250,258,275,289,312,401,426,508,554,628,658,708,757,779,796,815,822,838,874,893
0,0,0.011628,0,0,0.097703,0.168,0.02,0.4,0.142,0,0.1,0,0,14,102,141,174,181,193,200,258,275,278,307,412,417,508,519,646,652,660,757,779,811,815,822,864,874,893
0,0.2,0.003322,1.39,0.28,0.000359,0.042,0.04,0.24,0.028,0.166667,0.1,0,0.28,18,38,130,148,181,193,200,258,275,277,307,400,417,509,526,626,652,667,758,780,798,815,822,834,875,901
0,0,0.121262,0,0,0.184312,1.66,0.02,0.66,0.41,0,0.1,0,0,14,35,118,145,181,194,200,259,275,277,380,387,501,509,519,614,651,660,757,779,783,815,824,833,874,893
0,0,0.016611,0.02,0.04,0.090359,0,0,0.14,0.004,0,0,0,0.04,16,37,118,145,181,193,220,258,275,277,320,387,434,508,521,614,651,661,758,781,783,815,822,833,875,893
0,0,0.004983,0,0,0.102188,1.178,0.42,0,0.698,0,0.6,0,0,28,35,121,146,182,194,200,258,275,277,307,390,417,507,519,617,651,660,757,779,786,815,824,836,874,893
0,0,0.093023,0.13,0.18,0.053297,0.15,0.03,0.42,0.226,0,0.2,0,0.18,15,37,118,145,181,195,200,258,275,277,346,387,461,508,521,614,654,661,758,781,783,815,822,835,875,893
0,0,0.013289,0,0,0.113578,0.668,0.01,0.02,0.062,0,0.1,0,0,14,35,118,145,181,196,238,258,275,277,332,387,432,508,519,614,653,660,757,779,783,815,822,833,874,893
0,0.05,0.004983,0,0.14,0.001094,0.016,0.02,0.18,0.8,0.166667,0.2,0,0.16,14,38,118,145,181,194,200,260,275,278,307,387,417,507,519,614,652,660,758,782,783,815,822,834,875,893
0,0,0.011628,0.1,0,2.011672,0,0,0,0.012,0,0,0,0,14,47,118,145,186,194,229,258,276,278,308,387,418,507,530,614,655,668,758,781,783,815,822,835,875,894
0,0,0.028239,0.53,0.06,0.055953,0.098,0.01,0.28,0.234,0,0.1,0,0.26,14,52,118,145,181,194,200,258,275,278,307,387,417,509,519,614,651,677,758,780,783,815,823,833,878,907
0,0,0.10299,0.02,0,0.426328,0,0,0.42,0,0,0,0,0.04,20,35,119,146,181,194,200,258,275,277,307,388,417,509,519,615,653,660,757,779,784,815,824,836,874,893
1,0.65,0.004983,0.13,0.26,0.00075,0.038,0.13,0.16,0.026,0.333333,0.2,0.1,0.26,15,37,122,148,181,197,214,261,275,281,307,391,447,507,610,619,654,671,760,781,787,815,823,834,875,898
0,0.05,0.024917,0.12,0.14,0.008391,0.318,0.01,0.08,0.298,0.166667,0.1,0,1.66,30,36,118,145,181,194,200,258,275,277,307,387,417,510,519,614,653,660,757,779,783,815,824,833,874,893
1,0,0.018272,0,0,0.223938,0.524,0.24,0,0.44,0,0.5,0,0,14,66,118,145,183,195,200,259,275,277,307,387,417,507,519,614,651,660,757,779,783,816,823,850,874,893
0,0,0.003322,0.43,0.4,0.247891,0.092,0.01,0.52,0.086,0,0.1,0,0.4,15,41,118,145,183,194,200,258,275,277,328,387,444,507,532,614,653,665,757,782,783,817,824,833,876,893
0,0,0.016611,0.01,0.02,0.000672,0,0,0.02,0.002,0,0,0,0.02,14,35,118,145,181,199,200,263,275,277,307,387,417,517,519,614,657,660,757,779,783,817,831,833,874,893
0,1.4,0.01495,0.06,0.04,0.000063,0,0.28,0.06,0.006,0.166667,0.1,0,0,15,40,118,145,182,195,200,264,275,277,307,387,417,508,527,614,654,662,757,782,783,816,822,833,877,893
0,0,0.121262,0.29,0.08,0.149953,0.074,0.02,0.52,0.074,0,0.1,0,0.4,17,93,118,145,181,198,200,268,275,278,307,387,417,509,519,614,653,723,758,780,783,818,824,833,886,893
0,0,0.004983,0.4,0.12,0.157875,0,0,0.1,0,0,0,0,0.12,14,38,118,148,181,194,240,258,275,277,325,387,439,512,519,626,651,667,758,780,783,815,822,834,875,901
0,0.2,0.019934,0.16,0.16,0.004828,0.062,0.21,0.24,0.146,0.333333,0.5,0,0.26,14,96,118,145,181,197,200,260,275,277,307,387,417,508,519,614,651,742,766,781,783,815,826,835,875,894
0,0.1,0.041528,0,0.34,0.005641,0.114,0.02,0.14,0.116,0.166667,0.1,0,0.92,18,39,118,145,181,199,243,258,275,277,347,387,422,508,519,614,652,660,758,781,783,815,823,833,875,900
0,0.15,1.51495,0,0,0.008797,0.032,0.03,0.14,0.014,0.166667,0.1,0,0,14,36,118,175,181,194,200,260,275,277,307,387,417,508,519,614,651,660,757,779,783,815,826,846,874,893
0,0,0.672757,0.13,0,0.071156,0,0,0.12,0.076,0,0,0,0.06,14,35,118,145,181,194,200,258,275,283,307,387,417,507,519,614,657,660,758,782,783,815,822,833,875,893
0,0.05,0.089701,0.01,0.14,0.002641,0.024,0.27,0.3,0.72,0.166667,1.1,0,0.14,15,40,118,145,181,198,200,258,275,277,307,387,417,507,519,614,651,660,764,780,783,815,822,833,877,893
0,0,0.104651,0.1,0.32,0.058563,0.05,0.05,0.16,0.05,0,0.1,0,0.32,15,48,118,145,181,193,200,258,275,278,377,387,498,508,547,614,651,670,758,781,783,815,822,833,878,893
1,0,0.004983,0,0.1,0.666281,0.328,0,0.1,0.306,0,0,0,0.1,14,51,121,146,181,193,200,260,275,277,307,390,417,507,519,617,653,660,757,779,786,815,822,836,874,893
0,0,1.186047,0.02,0.02,0.538344,3.902,0.05,0.02,0.032,0,0,0,0.02,13,35,127,147,183,194,200,259,275,278,307,397,417,508,519,624,659,660,758,782,793,815,823,837,882,893
0,0,0.003322,0.43,0.14,0.028141,0.162,0.3,0.06,0.33,0,0.1,0,0.14,14,82,118,145,181,194,200,258,275,277,327,387,443,507,519,614,658,718,758,781,783,815,827,833,881,893
0,0,0.004983,0.73,0.32,0,0,0,5.78,0.62,0,0,0,0.32,14,44,125,152,189,194,219,258,276,278,342,394,428,507,537,621,656,684,757,779,790,817,825,842,874,893
0,0.1,0.008306,0.12,0.22,0.000313,0.016,0.02,0.22,0.022,0.166667,0.1,0,0.1,17,58,126,153,181,193,200,258,275,278,307,395,495,507,531,622,652,676,758,781,791,815,823,834,875,896
0,0,0.001661,0,0,0.018312,0,0,0.92,0.09,0,0,0,0,14,35,118,145,182,195,200,259,275,277,307,387,417,508,519,614,657,660,757,779,783,815,825,865,874,893
0,0.15,0.089701,0.11,0.46,0.000781,0.046,0.03,0.26,0.05,0.166667,0.1,0,0.46,14,35,118,145,181,194,200,257,275,285,307,387,417,507,519,614,651,660,757,779,783,816,822,833,874,893
1,0,0.038206,0,0,0.057344,0.418,0.04,0,1.278,0,0.2,0,0,14,37,118,145,180,194,223,258,275,292,324,387,438,509,524,614,651,661,757,781,783,817,823,833,875,893
0,0,0.003322,0.07,0.06,0.095391,0,0,0.16,0.074,0,0,0,0.06,14,50,118,145,181,195,200,258,275,277,307,387,417,507,519,614,653,660,758,780,783,815,822,833,877,893
1,1.25,0.013289,0.03,0.06,0.005141,0.006,0.26,0.06,0.006,0.166667,0.2,0.3,0.06,14,47,118,145,181,198,200,261,275,282,308,387,418,508,535,614,659,668,774,782,783,815,822,833,884,893
0,0,0.008306,0.08,0.14,0.113453,0.3,0.01,0.14,0.21,0,0.1,0,0.14,14,35,121,146,181,195,200,260,275,278,307,390,417,508,519,617,653,660,757,779,786,815,822,836,874,893
0,0,0.021595,0.02,0.04,0.147,0.084,0.07,0.04,0.11,0,0.3,0,0.04,14,35,118,145,181,198,200,259,275,277,307,387,417,508,519,614,651,660,757,779,783,815,822,833,874,893
0,0,0.001661,0.12,0.4,0.023125,0.08,1.28,0.52,0.97,0,2.2,0,0.42,21,35,118,145,182,194,200,258,275,278,307,387,417,507,519,614,658,660,757,779,783,816,824,833,874,893
0,0,0.004983,0,0.26,0.008391,0,0,0.26,0.026,0,0,0,0.26,14,45,123,147,181,194,200,257,275,278,307,392,417,507,585,618,655,678,757,779,788,815,827,837,874,893
0,0,0.003322,0,0.02,0.197469,0.234,0.04,0.04,0.224,0,0.3,0,0.02,16,86,119,146,181,195,200,259,275,284,307,388,470,509,519,615,651,660,757,779,784,815,823,836,874,893
0,0,0.004983,0.09,0.02,0.293016,0,0,0.04,0.002,0,0,0,0.04,14,72,120,147,181,194,200,258,275,302,307,389,417,509,519,616,653,731,757,779,785,816,829,837,874,893
1,0.15,2.651163,0,0,0.000422,0,0.03,0,0,0.333333,0.2,0.1,0,15,41,118,145,181,193,200,259,275,277,307,387,487,507,532,614,654,665,759,782,783,815,822,835,876,894
0,0,0.046512,0.06,0.4,0.137437,0.838,0.03,0.32,0.31,0,0.1,0,0.4,14,37,122,148,181,193,236,258,275,277,354,391,475,512,529,619,654,671,760,780,787,815,822,834,875,898
0,0.4,0.001661,0.15,0.44,0.003703,0.138,0.08,0.48,0.046,0.166667,0.1,0,0.46,14,43,118,145,181,195,200,258,275,277,307,387,417,508,519,614,651,714,758,782,783,815,829,833,876,893
0,0,0.001661,1.54,0,0.381937,0,0,0.16,0,0,0,0,0,14,38,118,148,180,194,236,258,275,277,354,387,475,512,519,626,651,667,758,780,783,817,823,834,875,901
1,0,0.006645,0.07,0.14,0,0,0,0.14,0.036,0,0,0,0.14,15,36,118,145,185,198,205,258,276,278,321,387,423,508,519,614,656,660,757,779,783,815,822,846,874,893
1,0,0.475083,0.02,0.02,0.141625,1.218,0.13,0.18,0.13,0,0.6,0,0.02,15,48,118,145,181,194,216,269,275,277,319,387,433,507,544,614,651,670,757,782,783,815,827,833,878,893
0,0,0.116279,0.02,0.12,0.165234,0.174,0.02,0.84,0.15,0,0.1,0,0.66,14,53,118,145,181,196,200,258,275,277,307,387,417,507,569,614,652,716,757,779,783,816,824,840,874,893
0,0,0.004983,0.49,0.16,0.066891,0.434,0.03,0.42,0.084,0,0.1,0,0.16,14,37,118,145,181,194,200,260,275,277,307,387,417,507,520,614,652,661,757,781,783,815,824,835,875,894
1,0.65,0.004983,0.24,0.22,0.000016,0,0.13,0.22,0.022,0.333333,0.2,0,0,14,47,118,145,186,194,202,258,275,290,308,387,418,508,535,614,651,668,767,782,783,815,826,835,884,894
0,0,0.004983,0.04,0.02,1.763766,3.51,0,0.08,0.184,0,0,0,0.02,13,35,118,145,186,194,200,258,276,277,353,387,474,507,519,614,654,660,758,781,783,816,822,833,878,893
1,0,0.006645,0,0,0.633891,0,0,0.1,0.1,0,0,0,0.04,14,72,127,147,182,195,200,259,275,277,359,397,480,508,519,624,651,731,757,779,793,815,826,837,874,893
0,0.1,0.303987,0.83,0.06,0.002922,0.258,0.02,0.34,0.03,0.166667,0.1,0,0.3,16,57,118,154,181,194,200,259,275,277,307,396,417,508,568,623,652,675,757,779,792,815,823,838,874,893
0,0,0.003322,0.51,0.32,0.034375,0.116,0.49,0.82,0.31,0,0.7,0,0.32,14,62,122,148,183,193,200,261,275,278,307,391,417,509,519,619,651,680,758,780,787,815,830,834,875,893
0,0,0.752492,0,0.04,0.000438,0,0,0.04,0.004,0,0,0,0.04,14,36,118,145,181,196,200,258,275,278,307,387,417,508,519,614,655,660,757,779,783,815,825,833,874,893
0,0,0.004983,0.11,0.02,0.179,0,0,0.18,0.058,0,0,0,0.02,14,40,118,145,181,198,200,263,275,277,307,387,417,507,523,614,657,662,757,781,783,815,822,833,877,893
0,0,0.061462,0.28,0.12,0.013531,0.208,0.03,0.7,0.218,0,0.2,0,0.14,14,62,118,145,181,193,200,261,275,277,307,387,417,508,552,614,651,680,758,780,783,815,823,833,881,893
1,0.4,0.23588,0.03,0.08,0.000078,0.002,0.08,0.16,0.016,0.333333,0.2,0,0.02,14,44,125,152,181,194,200,258,275,278,307,394,417,507,537,621,651,684,757,779,790,816,824,842,874,893
0,0.3,0.039867,0.03,0.2,0.000031,0.012,0.06,0.18,0.02,0.166667,0.1,0,0.12,14,117,118,145,181,194,200,260,275,284,307,387,437,507,519,614,651,660,757,779,783,815,822,866,874,893
0,1.1,0.003322,0.16,0.56,0.000281,0.05,0.22,0.52,0.06,0.166667,0.1,0,0.5,15,35,118,145,181,194,200,258,275,277,307,387,417,509,519,614,651,660,757,779,783,815,824,833,874,893
0,0,0.001661,0.06,0.02,0.496406,0.51,0,0.02,0.066,0,0,0,0.02,14,58,126,153,181,193,200,264,275,277,307,395,417,507,531,622,652,676,758,780,791,815,823,834,875,896
0,0,0.001661,3.1,0,1.474641,0,0,0,0,0,0,0,0,14,38,130,148,182,194,200,258,276,292,324,400,438,509,526,626,653,667,758,782,798,815,823,834,875,901
1,0,0.006645,0.05,0.1,0.024563,0.114,0.01,0.66,0.11,0,0.1,0,0.1,15,61,118,145,182,194,200,258,275,277,307,387,417,508,519,614,653,722,757,779,783,817,822,833,874,893
0,0.1,0.003322,0.02,0,0.011922,0,0.03,0,0.014,0.166667,0.2,0,0,14,41,118,145,182,198,200,258,275,286,343,387,455,507,532,614,651,665,759,781,783,815,822,833,876,893
0,0,0.003322,0.07,0,1.492469,0,0,0.1,0.008,0,0,0,0.16,16,115,118,145,182,195,200,258,276,277,332,387,432,507,519,614,652,752,757,779,783,816,825,833,874,893
0,0,0.069767,0.15,0.28,0.044922,0.072,0.01,0.18,0.058,0,0.1,0,0.28,13,93,124,151,183,196,200,258,275,277,307,393,417,508,519,620,653,723,758,780,789,815,822,841,886,893
0,0,0.07309,0.01,0,0.547875,0.17,0,0,0.004,0,0,0,0,14,53,118,145,181,193,200,263,275,277,372,387,491,507,519,614,651,660,757,779,783,815,822,840,874,893
0,0,0.004983,0.02,0.02,0.04825,0.318,0.01,0.64,0.176,0,0.1,0,0.02,15,35,121,146,181,194,200,259,275,277,362,390,482,507,519,617,654,660,757,779,786,816,828,836,874,893
0,0,0.004983,0.01,0.04,0.160875,4.77,0.01,0.62,0.958,0,0.1,0,0.38,14,35,119,146,181,195,200,258,275,278,307,388,417,508,519,615,651,660,757,779,784,815,826,836,874,893
0,0.05,0.004983,0.05,0.04,0.000922,0.004,0.01,0.04,0.004,0.166667,0.1,0,0.04,18,48,118,145,181,194,200,260,275,278,307,387,417,508,547,614,653,670,757,781,783,815,826,833,878,893
0,0.15,1.506645,0,0.1,0.000422,0.01,0.03,0.04,0.012,0.166667,0.1,0,0.04,14,45,119,146,181,197,200,258,275,286,307,388,417,508,519,615,652,726,757,779,784,815,822,836,874,893
0,0,0.054817,0.03,0,0,0,0,0,0,0,0,0,0,14,36,118,145,182,194,205,260,276,278,321,387,423,508,519,614,656,660,757,779,783,816,822,833,874,893
0,0,0.008306,0.1,0.04,0.142141,0.294,0.01,0.12,0.194,0,0.1,0,0.04,16,51,123,147,182,195,200,262,275,284,307,392,437,508,575,618,653,698,757,779,788,816,822,837,874,893
0,0,0.049834,0.01,0.04,0.026922,0.114,0.01,0.2,0.238,0,0.1,0.1,0.04,15,35,123,147,181,194,213,258,275,278,338,392,445,508,519,618,659,660,758,782,788,815,822,837,881,893
0,0.05,0.043189,0.03,0.02,0.006109,0.06,0.01,0.08,0.008,0.166667,0.1,0,0.02,14,36,118,145,181,193,200,259,275,277,307,387,417,508,519,614,653,660,757,779,783,815,822,833,874,893
0,0,0.986711,0,0.06,0.101781,0.04,0.01,0.06,0.006,0,0.1,0,0.06,15,39,118,145,180,195,200,258,275,277,328,387,444,507,519,614,653,660,758,781,783,815,824,844,875,900
0,0,0.631229,0.12,0.12,0,4.016,0,0.12,0.012,0,0,0,0,14,62,118,145,181,195,200,258,275,279,307,387,441,508,552,614,651,680,758,780,783,815,823,833,875,899
0,0,0.137874,0.09,0,1.260156,1.18,0,0.04,0.122,0,0,0,0.04,16,50,118,145,181,195,200,272,276,277,307,387,417,509,572,614,653,674,758,780,783,815,830,833,877,899
0,0,0.164452,0,0.24,0.158016,0.452,0.04,0,1.478,0,0.3,0,1.12,14,114,118,145,181,195,200,258,275,277,307,387,417,508,519,614,651,660,757,779,783,815,822,833,874,893
0,0.1,0.003322,0,0.12,0.011437,0.032,0.05,0.4,0.14,0.166667,0.3,0,0.12,14,86,119,146,182,195,200,258,275,277,307,388,417,508,519,615,651,660,757,779,784,815,822,836,874,893
0,0.1,0.008306,1.5,0.66,0.000313,0.066,0.02,0.68,0.1,0.166667,0.1,0,0.66,14,79,118,145,183,195,200,258,275,277,307,387,417,507,590,614,652,711,758,780,783,815,823,833,885,893
